year,category,region,nhospotal,nbeds,ybeds,nill,nvillage_ill,bed_days,dvisits,hvisits,ndoctors,nnursing
2012,Всі спеціалізовані лікарні,Кіровоградська,1,320,320,1116,544,103366,0,0,26.75,115.75
2012,Всі спеціалізовані лікарні,Луганська,7,475,475,8722,725,141661,15690,0,75.25,190.75
2012,Всі спеціалізовані лікарні,Львівська,9,1190,1190,22061,6071,345406,113155,104,171.5,482.5
2012,Всі спеціалізовані лікарні,Миколаївська,5,453,453,14025,4138,133031,107314,0,125.5,290.25
2012,Всі спеціалізовані лікарні,Одеська,7,1240,1348,23706,4184,367486,80870,303,142.5,444
2012,Всі спеціалізовані лікарні,Полтавська,5,481,481,8129,2317,132735,121947,14129,129.25,256
2012,Всі спеціалізовані лікарні,Рівненська,7,395,395,2434,1439,144553,0,0,32,123.25
2012,Всі спеціалізовані лікарні,Сумська,1,100,100,1763,262,17859,7341,0,31.5,66.75
2012,Всі спеціалізовані лікарні,Тернопільська,4,440,440,7837,4108,165448,0,0,38.75,138.25
2012,Всі спеціалізовані лікарні,Харківська,8,1785,1761,40971,7985,519231,51906,0,386.75,956.25
2012,Всі спеціалізовані лікарні,Херсонська,4,505,505,6299,1647,134587,6374,0,52.25,202
2012,Всі спеціалізовані лікарні,Хмельницька,4,335,335,5139,1753,100792,12954,0,57.75,165.75
2012,Всі спеціалізовані лікарні,Черкаська,1,100,100,3176,164,28725,0,0,16.25,55.75
2012,Всі спеціалізовані лікарні,Чернівецька,2,180,180,3389,2153,59148,14116,0,17.25,59.25
2012,Всі спеціалізовані лікарні,Чернігівська,1,50,50,69,48,10068,0,0,5,12.75
2012,Всі спеціалізовані лікарні,м.Київ,12,2586,2579,58805,5225,712015,425800,9819,852.5,1877
2012,Всі спеціалізовані лікарні,м.Севастополь,1,210,210,9781,292,63615,7599,0,46.25,145.5
2012,-інф.д/доросл.,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/доросл.,Вінницька,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/доросл.,Волинська,1,210,210,5836,1353,55967,0,0,38,122.25
2012,-інф.д/доросл.,Дніпропетровська,1,200,200,6218,291,57141,0,0,36.75,142.75
2012,-інф.д/доросл.,Донецька,2,145,145,5008,505,45080,0,0,16,76.75
2012,-інф.д/доросл.,Житомирська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/доросл.,Закарпатська,1,100,100,3841,1366,24452,1946,0,28,72
2012,-інф.д/доросл.,Запорізька,1,320,320,8430,647,73384,0,0,64.75,137.75
2012,-інф.д/доросл.,Івано-Франківська,2,230,230,6714,2351,54726,6878,0,54.5,152.75
2012,-інф.д/доросл.,Київська,1,120,120,2963,473,27630,0,0,27.25,80.25
2012,-інф.д/доросл.,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/доросл.,Луганська,2,130,130,4053,20,38655,0,0,16.5,67.5
2012,-інф.д/доросл.,Львівська,2,460,460,11611,3090,104284,0,0,80.5,211
2012,-інф.д/доросл.,Миколаївська,1,110,110,2468,314,24955,0,0,33.5,89.5
2012,-інф.д/доросл.,Одеська,2,530,530,18945,2787,105017,7323,0,70,255.5
2012,-інф.д/доросл.,Полтавська,1,152,152,5167,1062,39399,0,0,30.75,100.5
2012,-інф.д/доросл.,Рівненська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/доросл.,Сумська,1,100,100,1763,262,17859,7341,0,31.5,66.75
2012,-інф.д/доросл.,Тернопільська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/доросл.,Харківська,1,240,240,5640,305,48319,0,0,54,138.5
2012,-інф.д/доросл.,Херсонська,1,205,205,5417,1121,42358,6374,0,36.25,134.75
2012,-інф.д/доросл.,Хмельницька,1,150,150,4208,1224,43675,0,0,33.5,105.75
2012,-інф.д/доросл.,Черкаська,1,100,100,3176,164,28725,0,0,16.25,55.75
2012,-інф.д/доросл.,Чернівецька,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/доросл.,Чернігівська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/доросл.,м.Київ,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/доросл.,м.Севастополь,1,210,210,9781,292,63615,7599,0,46.25,145.5
2012,-інф.д/дітей,Автономна pеспубліка Крим,1,140,140,5943,1612,42423,0,0,30.5,96.25
2012,-інф.д/дітей,Вінницька,1,60,60,3341,538,16477,0,0,15.25,57.5
2012,-інф.д/дітей,Волинська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Дніпропетровська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Донецька,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Житомирська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Закарпатська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Запорізька,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Київська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Луганська,1,100,100,2810,412,19468,0,0,11,26.5
2012,-інф.д/дітей,Львівська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Миколаївська,1,100,100,4026,1338,24501,0,0,23.75,58
2012,-інф.д/дітей,Одеська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Полтавська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Рівненська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Сумська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Тернопільська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Харківська,1,350,350,11258,3094,90267,0,0,71.25,197.25
2012,-інф.д/дітей,Херсонська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Хмельницька,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Черкаська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Чернівецька,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,Чернігівська,0,0,0,0,0,0,0,0,0,0
2012,-інф.д/дітей,м.Київ,1,120,120,2285,28,20965,0,0,28,74.5
2012,-інф.д/дітей,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/доросл.,Автономна pеспубліка Крим,1,55,55,175,19,18862,21035,1703,14.25,27.25
2012,-туб.д/доросл.,Вінницька,4,145,145,433,305,48583,0,0,16,47.75
2012,-туб.д/доросл.,Волинська,3,220,220,557,386,72767,0,0,11.75,49
2012,-туб.д/доросл.,Дніпропетровська,1,40,41,124,44,13398,0,0,3.5,10
2012,-туб.д/доросл.,Донецька,1,705,705,2908,81,228911,35267,0,111.5,224
2012,-туб.д/доросл.,Житомирська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/доросл.,Закарпатська,1,535,535,1813,1650,181460,25164,0,55,152.25
2012,-туб.д/доросл.,Запорізька,1,95,95,228,49,32401,0,0,4,19
2012,-туб.д/доросл.,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/доросл.,Київська,1,155,173,383,202,48320,0,0,13.75,39
2012,-туб.д/доросл.,Кіровоградська,1,320,320,1116,544,103366,0,0,26.75,115.75
2012,-туб.д/доросл.,Луганська,1,120,120,322,68,39488,0,0,8.5,25.5
2012,-туб.д/доросл.,Львівська,2,290,290,967,342,97003,618,0,28,88.5
2012,-туб.д/доросл.,Миколаївська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/доросл.,Одеська,2,565,673,1900,716,210859,0,0,36,127.75
2012,-туб.д/доросл.,Полтавська,2,220,220,349,255,62041,0,0,12,42.75
2012,-туб.д/доросл.,Рівненська,6,340,340,1255,916,124864,0,0,26.5,92.75
2012,-туб.д/доросл.,Сумська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/доросл.,Тернопільська,2,90,90,481,327,30924,0,0,10,31.75
2012,-туб.д/доросл.,Харківська,3,450,450,950,215,123709,0,0,36.5,104.5
2012,-туб.д/доросл.,Херсонська,2,200,200,524,329,61346,0,0,9.5,45
2012,-туб.д/доросл.,Хмельницька,2,155,155,584,391,52254,0,0,9.25,39.5
2012,-туб.д/доросл.,Черкаська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/доросл.,Чернівецька,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/доросл.,Чернігівська,1,50,50,69,48,10068,0,0,5,12.75
2012,-туб.д/доросл.,м.Київ,2,665,665,1477,106,154163,90320,7849,73.25,190
2012,-туб.д/доросл.,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Вінницька,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Волинська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Дніпропетровська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Донецька,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Житомирська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Закарпатська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Запорізька,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Київська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Луганська,1,50,50,272,40,17425,0,0,5.5,19
2012,-туб.д/дітей,Львівська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Миколаївська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Одеська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Полтавська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Рівненська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Сумська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Тернопільська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Харківська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Херсонська,1,100,100,358,197,30883,0,0,6.5,22.25
2012,-туб.д/дітей,Хмельницька,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Черкаська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Чернівецька,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,Чернігівська,0,0,0,0,0,0,0,0,0,0
2012,-туб.д/дітей,м.Київ,1,140,140,430,6,30559,0,0,15.75,56.25
2012,-туб.д/дітей,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Вінницька,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Волинська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Дніпропетровська,1,150,150,8028,1834,59272,40298,0,32.5,62.25
2012,-офтальмолог.,Донецька,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Житомирська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Закарпатська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Запорізька,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Київська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Луганська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Львівська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Миколаївська,1,140,140,5739,1713,47848,32296,0,36.5,78
2012,-офтальмолог.,Одеська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Полтавська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Рівненська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Сумська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Тернопільська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Харківська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Херсонська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Хмельницька,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Черкаська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Чернівецька,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,Чернігівська,0,0,0,0,0,0,0,0,0,0
2012,-офтальмолог.,м.Київ,1,245,245,15078,1873,37630,72098,0,135.75,162.75
2012,-офтальмолог.,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Вінницька,2,135,135,2533,1309,47355,0,0,16,52.75
2012,-віднов.лікув.,Волинська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Дніпропетровська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Донецька,2,420,420,6427,606,146633,28482,0,58.5,181.75
2012,-віднов.лікув.,Житомирська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Закарпатська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Запорізька,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Київська,1,75,75,1444,414,29611,1272,0,6.75,32.25
2012,-віднов.лікув.,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Луганська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Львівська,3,340,340,7015,1888,108457,0,0,36.5,132
2012,-віднов.лікув.,Миколаївська,1,43,43,1044,521,15277,32253,0,11.75,33
2012,-віднов.лікув.,Одеська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Полтавська,1,80,80,2360,940,24878,100888,14129,62.25,78
2012,-віднов.лікув.,Рівненська,1,55,55,1179,523,19689,0,0,5.5,30.5
2012,-віднов.лікув.,Сумська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Тернопільська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Харківська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Херсонська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Хмельницька,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Черкаська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,Чернівецька,1,150,150,2556,1529,48563,0,0,5,24.25
2012,-віднов.лікув.,Чернігівська,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,м.Київ,0,0,0,0,0,0,0,0,0,0
2012,-віднов.лікув.,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Автономна pеспубліка Крим,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Вінницька,1,20,20,408,102,7266,14136,0,22.75,23.75
2012,Центр бор.зі СНІД,Волинська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Дніпропетровська,1,30,30,521,242,9558,9599,0,17.25,21.25
2012,Центр бор.зі СНІД,Донецька,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Житомирська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Закарпатська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Запорізька,1,30,30,306,56,8125,17834,0,32.25,43.5
2012,Центр бор.зі СНІД,Івано-Франківська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Київська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Луганська,1,25,25,340,28,9187,15471,0,31,37.25
2012,Центр бор.зі СНІД,Львівська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Миколаївська,1,60,60,748,252,20450,42765,0,20,31.75
2012,Центр бор.зі СНІД,Одеська,1,50,50,742,195,16438,27235,253,25.5,29.75
2012,Центр бор.зі СНІД,Полтавська,1,29,29,253,60,6417,21059,0,24.25,34.75
2012,Центр бор.зі СНІД,Рівненська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Сумська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Тернопільська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Харківська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Херсонська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Хмельницька,1,30,30,347,138,4863,12954,0,15,20.5
2012,Центр бор.зі СНІД,Черкаська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Чернівецька,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,Чернігівська,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,м.Київ,0,0,0,0,0,0,0,0,0,0
2012,Центр бор.зі СНІД,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2012,-інші лікарні,Автономна pеспубліка Крим,2,250,350,7077,903,125705,0,0,17,67.25
2012,-інші лікарні,Вінницька,1,200,200,3343,1231,72470,2991,0,20.5,75.5
2012,-інші лікарні,Волинська,0,0,0,0,0,0,0,0,0,0
2012,-інші лікарні,Дніпропетровська,3,650,650,14201,1516,220463,208827,2086,310.25,490.75
2012,-інші лікарні,Донецька,1,320,320,5436,317,115423,82935,0,143.5,273.5
2012,-інші лікарні,Житомирська,2,150,150,3495,1361,50849,6924,0,46.5,88.5
2012,-інші лікарні,Закарпатська,4,430,430,7878,3501,122443,29938,0,89,184.75
2012,-інші лікарні,Запорізька,1,75,75,2611,698,24851,100571,0,43.25,62.25
2012,-інші лікарні,Івано-Франківська,1,40,40,1439,561,14534,17100,0,25.5,22
2012,-інші лікарні,Київська,0,0,0,0,0,0,0,0,0,0
2012,-інші лікарні,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2012,-інші лікарні,Луганська,1,50,50,925,157,17438,219,0,2.75,15
2012,-інші лікарні,Львівська,2,100,100,2468,751,35662,112537,104,26.5,51
2012,-інші лікарні,Миколаївська,0,0,0,0,0,0,0,0,0,0
2012,-інші лікарні,Одеська,2,95,95,2119,486,35172,46312,50,11,31
2012,-інші лікарні,Полтавська,0,0,0,0,0,0,0,0,0,0
2012,-інші лікарні,Рівненська,0,0,0,0,0,0,0,0,0,0
2012,-інші лікарні,Сумська,0,0,0,0,0,0,0,0,0,0
2012,-інші лікарні,Тернопільська,2,350,350,7356,3781,134524,0,0,28.75,106.5
2012,-інші лікарні,Харківська,3,745,721,23123,4371,256936,51906,0,225,516
2012,-інші лікарні,Херсонська,0,0,0,0,0,0,0,0,0,0
2012,-інші лікарні,Хмельницька,0,0,0,0,0,0,0,0,0,0
2012,-інші лікарні,Черкаська,0,0,0,0,0,0,0,0,0,0
2012,-інші лікарні,Чернівецька,1,30,30,833,624,10585,14116,0,12.25,35
2012,-інші лікарні,Чернігівська,0,0,0,0,0,0,0,0,0,0
2012,-інші лікарні,м.Київ,7,1416,1409,39535,3212,468698,263382,1970,599.75,1393.5
2012,-інші лікарні,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2012,Ц Р Л,Автономна pеспубліка Крим,13,3412,3411,110754,69750,1094606,3420650,165061,1464.75,2977.5
2012,Ц Р Л,Вінницька,27,5573,5627,203499,125701,1862320,4932984,30537,1864,4162.25
2012,Ц Р Л,Волинська,15,2991,2995,106805,64111,1009112,3791339,174064,1350.5,2577.75
2012,Ц Р Л,Дніпропетровська,22,3670,3681,119959,63505,1162407,2509240,6996,1154.25,2716.25
2012,Ц Р Л,Донецька,17,3210,3264,106562,33832,1080807,2719402,4136,1147.25,2557.5
2012,Ц Р Л,Житомирська,22,3401,3408.7,123258,71082,1070188,5135530,218364,1580,3361.25
2012,Ц Р Л,Закарпатська,5,1677,1680,50044,28399,483750,1579205,136544,709.5,1409.25
2012,Ц Р Л,Запорізька,20,3230,3228,92749,48827,1003423,3078029,133818,1159.5,2514
2012,Ц Р Л,Івано-Франківська,14,3988,4032,129909,90448,1287404,3636144,277701,1726.5,3165.75
2012,Ц Р Л,Київська,25,5767,5819,196228,91312,1894519,6857356,320897,2632.25,5242.5
2012,Ц Р Л,Кіровоградська,21,3342,3353,114098,55807,1113502,3149546,165445,1232.5,2864.75
2012,Ц Р Л,Луганська,17,2935,2973,95632,37228,1039128,2560372,117484,1130.75,2199.75
2012,Ц Р Л,Львівська,19,5074,5082,154524,99081,1668686,4524467,258872,1967.75,3782.75
2012,Ц Р Л,Миколаївська,19,2987,2954,102122,52697,990079,4365675,164825,1048,2250.75
2012,Ц Р Л,Одеська,25,4905,4906,148892,90903,1590233,4279025,193230,1512,3389
2012,Ц Р Л,Полтавська,25,4429,4412,134883,72361,1309403,4997156,305098,1723,3978.75
2012,Ц Р Л,Рівненська,15,3590,3601,124830,83326,1204466,4170731,232315,1458,2957.25
2012,Ц Р Л,Сумська,18,4164,4209.11,137164,51130,1389332,4335593,335209,1664.5,4010.75
2012,Ц Р Л,Тернопільська,17,3512,3546,115237,77963,1188474,5410950,342530,1560.25,3044.5
2012,Ц Р Л,Харківська,25,3994,3982,129674,53943,1267799,5856366,311613,1985,4097.5
2012,Ц Р Л,Херсонська,18,2694,2698.7,92240,42950,870400,3494546,149366,1053.25,2340.5
2012,Ц Р Л,Хмельницька,20,4317,4320.07,154261,90149,1439570,4707267,225216,1893,3736
2012,Ц Р Л,Черкаська,20,3780,3784,136137,80698,1246291,4322544,198387,1684.75,3522.75
2012,Ц Р Л,Чернівецька,11,2383,2380.62,81882,58056,805120,2822989,120734,1015.5,1824.25
2012,Ц Р Л,Чернігівська,22,4429,4414.2,128874,67116,1442749,3249576,142476,1270,3175
2012,Ц Р Л,м.Київ,0,0,0,0,0,0,0,0,0,0
2012,Ц Р Л,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2012,Районні лікарні,Автономна pеспубліка Крим,6,465,465,13500,7251,161260,607614,37712,192.25,398.25
2012,Районні лікарні,Вінницька,0,0,0,0,0,0,0,0,0,0
2012,Районні лікарні,Волинська,7,341,341,10998,6549,117285,579396,23890,138.25,290.25
2012,Районні лікарні,Дніпропетровська,1,25,25,676,178,6905,25193,254,9.25,18.5
2012,Районні лікарні,Донецька,0,0,0,0,0,0,0,0,0,0
2012,Районні лікарні,Житомирська,1,70,70,2115,2115,23358,37620,3753,14,49.25
2012,Районні лікарні,Закарпатська,10,2901,2907,94071,64579,937386,2077569,114194,900,2061.25
2012,Районні лікарні,Запорізька,3,100,100,2895,1165,32202,116416,10602,42,88.75
2012,Районні лікарні,Івано-Франківська,9,695,741,20715,13745,221404,1073413,94983,345.75,739.5
2012,Районні лікарні,Київська,6,415,426,13158,4785,138333,473778,30449,170,391.5
2012,Районні лікарні,Кіровоградська,0,0,0,0,0,0,0,0,0,0
2012,Районні лікарні,Луганська,2,100,100,2816,1389,30118,124574,8753,36.75,74.5
2012,Районні лікарні,Львівська,20,1884,1884,56063,34719,651626,1511747,114219,538.5,1233.25
2012,Районні лікарні,Миколаївська,0,0,0,0,0,0,0,0,0,0
2012,Районні лікарні,Одеська,1,100,100,3129,3062,31718,87896,7879,22.75,64.5
2012,Районні лікарні,Полтавська,3,78,198,3608,2445,34986,134388,15590,29.25,73.5
2012,Районні лікарні,Рівненська,9,590,590,20035,14723,199162,557192,50211,211.5,458.75
2012,Районні лікарні,Сумська,0,0,0,0,0,0,0,0,0,0
2012,Районні лікарні,Тернопільська,12,817,817,26047,18337,270674,1109063,105957,288.25,642.5
2012,Районні лікарні,Харківська,0,0,0,0,0,0,0,0,0,0
2012,Районні лікарні,Херсонська,0,0,0,0,0,0,0,0,0,0
2012,Районні лікарні,Хмельницька,6,225,224,7053,4979,75900,320183,22376,68,169
2012,Районні лікарні,Черкаська,4,175,179,5860,5466,61211,202398,12928,59,138.25
2012,Районні лікарні,Чернівецька,1,100,100,2966,1940,35998,97696,7416,27.25,75.25
2012,Районні лікарні,Чернігівська,14,485,487.5,14210,5649,167261,455851,40882,140.75,363
2012,Районні лікарні,м.Київ,0,0,0,0,0,0,0,0,0,0
2012,Районні лікарні,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2012,Дільничні лікарні,Автономна pеспубліка Крим,11,365,365,8999,7057,124605,342567,47383,125.25,259.5
2012,Дільничні лікарні,Вінницька,0,0,0,0,0,0,0,0,0,0
2012,Дільничні лікарні,Волинська,7,78,83,1743,1743,17414,66279,10043,16,64.75
2012,Дільничні лікарні,Дніпропетровська,0,0,0,0,0,0,0,0,0,0
2012,Дільничні лікарні,Донецька,0,0,0,0,0,0,0,0,0,0
2012,Дільничні лікарні,Житомирська,17,275,275,9083,9050,92590,166168,23298,45.75,181
2012,Дільничні лікарні,Закарпатська,13,297,299,9209,8583,97388,218513,74832,111.25,262
2012,Дільничні лікарні,Запорізька,10,185,212,5658,5189,65510,166947,22239,55,175.5
2012,Дільничні лікарні,Івано-Франківська,3,30,30,985,985,10857,34875,10298,14,41
2012,Дільничні лікарні,Київська,25,440,440,13304,12420,142657,291512,33816,127.5,337.25
2012,Дільничні лікарні,Кіровоградська,11,147,148,4241,4135,52399,80060,13284,39.25,131
2012,Дільничні лікарні,Луганська,8,120,120,3096,638,47642,194895,12000,48.25,159.5
2012,Дільничні лікарні,Львівська,6,90,90,2462,2447,31926,82013,13418,30,81
2012,Дільничні лікарні,Миколаївська,0,0,85,2527,2527,28228,0,0,0,0
2012,Дільничні лікарні,Одеська,14,260,301,7550,6901,99412,243099,32875,66.25,219.5
2012,Дільничні лікарні,Полтавська,12,198,188,5875,4983,63719,226190,30911,60.25,155.25
2012,Дільничні лікарні,Рівненська,8,137,140,4702,4702,47819,75247,17389,41.5,122.75
2012,Дільничні лікарні,Сумська,13,175,181.5,6290,5200,63298,135883,23338,51,165
2012,Дільничні лікарні,Тернопільська,7,85,85,2521,2317,29311,87161,21875,32,79
2012,Дільничні лікарні,Харківська,4,85,107,3594,1092,34682,363680,30613,72.25,97.25
2012,Дільничні лікарні,Херсонська,20,301,322.4,10341,7095,105409,315883,54821,94.25,282.5
2012,Дільничні лікарні,Хмельницька,19,280,302.15,9876,9197,105716,270218,42573,82.25,229.5
2012,Дільничні лікарні,Черкаська,22,260,262,8865,8024,85555,334772,61062,102,296
2012,Дільничні лікарні,Чернівецька,14,149,149,4799,4793,49650,266709,39271,75,197
2012,Дільничні лікарні,Чернігівська,20,305,308.7,9408,8847,117770,140684,29040,59.25,183.5
2012,Дільничні лікарні,м.Київ,0,0,0,0,0,0,0,0,0,0
2012,Дільничні лікарні,м.Севастополь,0,0,0,0,0,0,0,0,0,0
2012,Пологові будинки,Автономна pеспубліка Крим,6,645,720,26347,2732,220916,563918,2033,417.75,751
2012,Пологові будинки,Вінницька,2,210,210,9401,339,53852,211887,6390,125.5,241.75
2012,Пологові будинки,Волинська,2,330,330,13452,4044,105021,177363,7192,144.5,321
2012,Пологові будинки,Дніпропетровська,6,802,789,33479,3625,254603,265074,692,377.25,819
2012,Пологові будинки,Донецька,4,740,746,24097,1837,211796,498268,678,352.25,635.25
